"","ring_id","datetime_trunc","year","reporting_type","dt","time","layer_1_vout","layer_1_concentration","layer_1_setpoint","layer_2_vout","layer_2_concentration","layer_2_setpoint","wind_speed","wind_direction","sector","O3_on","leaf_wetness","file_source","number_of_records","datetime","Range_flag"
"215137",1,2019-07-24 14:32:00,"2019","M","07/24/2019","14:32:43",9.4,-4123,600,"0.00","0",0,3.3,43,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 14:32:43,"layer_1_concentration"
"215138",1,2019-07-24 14:33:00,"2019","M","07/24/2019","14:33:43",9.14,-3147,600,"0.00","0",0,3.3,51,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 14:33:43,"layer_1_concentration"
"215139",1,2019-07-24 14:34:00,"2019","M","07/24/2019","14:34:43",9.34,-2949,600,"0.00","0",0,2.5,34,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 14:34:43,"layer_1_concentration"
"215140",1,2019-07-24 14:35:00,"2019","M","07/24/2019","14:35:43",9.92,-9306,600,"0.00","0",0,2.3,81,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 14:35:43,"layer_1_concentration"
"215175",1,2019-07-24 15:10:00,"2019","M","07/24/2019","15:10:41",5.19,-3614,600,"0.00","0",0,3,28,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:10:41,"layer_1_concentration"
"215176",1,2019-07-24 15:11:00,"2019","M","07/24/2019","15:11:41",9.39,-5970,600,"0.00","0",0,2.3,23,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:11:41,"layer_1_concentration"
"215177",1,2019-07-24 15:12:00,"2019","M","07/24/2019","15:12:41",9.77,-6690,600,"0.00","0",0,3.2,35,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:12:41,"layer_1_concentration"
"215178",1,2019-07-24 15:13:00,"2019","M","07/24/2019","15:13:41",9.79,-2408,600,"0.00","0",0,3.7,21,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:13:41,"layer_1_concentration"
"215179",1,2019-07-24 15:14:00,"2019","M","07/24/2019","15:14:41",10,-12438,600,"0.00","0",0,2.8,360,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:14:41,"layer_1_concentration"
"215180",1,2019-07-24 15:15:00,"2019","M","07/24/2019","15:15:41",9.5,-6705,600,"0.00","0",0,2.6,15,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:15:41,"layer_1_concentration"
"215181",1,2019-07-24 15:16:00,"2019","M","07/24/2019","15:16:41",8.13,-3043,600,"0.00","0",0,1.9,33,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:16:41,"layer_1_concentration"
"215182",1,2019-07-24 15:17:00,"2019","M","07/24/2019","15:17:41",8.34,-52,600,"0.00","0",0,1.6,8,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:17:41,"layer_1_concentration"
"215183",1,2019-07-24 15:18:00,"2019","M","07/24/2019","15:18:41",9.15,-2788,600,"0.00","0",0,0.9,351,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:18:41,"layer_1_concentration"
"215185",1,2019-07-24 15:20:00,"2019","M","07/24/2019","15:20:41",9.73,-1540,600,"0.00","0",0,2.3,15,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:20:41,"layer_1_concentration"
"215187",1,2019-07-24 15:22:00,"2019","M","07/24/2019","15:22:18",0.48,-2220,600,"0.00","0",0,2.5,6,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:22:18,"layer_1_concentration"
"215188",1,2019-07-24 15:23:00,"2019","M","07/24/2019","15:23:18",2.3,-588,600,"0.00","0",0,2.1,40,1,"0","0.02 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:23:18,"layer_1_concentration"
"215190",1,2019-07-24 15:25:00,"2019","M","07/24/2019","15:25:18",9.61,-8319,600,"0.00","0",0,2.2,24,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:25:18,"layer_1_concentration"
"215191",1,2019-07-24 15:26:00,"2019","M","07/24/2019","15:26:18",10,-7551,600,"0.00","0",0,2.3,43,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:26:18,"layer_1_concentration"
"215192",1,2019-07-24 15:27:00,"2019","M","07/24/2019","15:27:18",8.77,-192,600,"0.00","0",0,3,27,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:27:18,"layer_1_concentration"
"215219",1,2019-07-24 15:54:00,"2019","M","07/24/2019","15:54:51",2.23,-7772,600,"0.00","0",0,2.1,54,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:54:51,"layer_1_concentration"
"215220",1,2019-07-24 15:55:00,"2019","M","07/24/2019","15:55:51",8.39,-1808,600,"0.00","0",0,3.3,26,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:55:51,"layer_1_concentration"
"215221",1,2019-07-24 15:56:00,"2019","M","07/24/2019","15:56:51",10,-15112,600,"0.00","0",0,2.4,18,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:56:51,"layer_1_concentration"
"215222",1,2019-07-24 15:57:00,"2019","M","07/24/2019","15:57:51",10,-10357,600,"0.00","0",0,3.4,29,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:57:51,"layer_1_concentration"
"215224",1,2019-07-24 15:59:00,"2019","M","07/24/2019","15:59:51",10,-2326,600,"0.00","0",0,2.8,14,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 15:59:51,"layer_1_concentration"
"215225",1,2019-07-24 16:00:00,"2019","M","07/24/2019","16:00:51",9.07,-8057,600,"0.00","0",0,3.6,38,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 16:00:51,"layer_1_concentration"
"215226",1,2019-07-24 16:01:00,"2019","M","07/24/2019","16:01:51",9.44,-12233,600,"0.00","0",0,3.1,32,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 16:01:51,"layer_1_concentration"
"215227",1,2019-07-24 16:02:00,"2019","M","07/24/2019","16:02:51",9.65,-1887,600,"0.00","0",0,4.1,41,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 16:02:51,"layer_1_concentration"
"215240",1,2019-07-24 16:15:00,"2019","M","07/24/2019","16:15:26",3.39,-1734,600,"0.00","0",0,2.2,36,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 16:15:26,"layer_1_concentration"
"216568",1,2019-07-25 14:23:00,"2019","M","07/25/2019","14:23:34",4.02,-47,600,"0.00","0",0,2.8,109,4,"0","2.49 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072519.csv",940,2019-07-25 14:23:34,"layer_1_concentration"
"223690",1,2019-07-30 13:05:00,"2019","M","07/30/2019","13:05:34",4.93,-250,600,"0.00","0",0,3.1,325,8,"0","3.02 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:05:34,"layer_1_concentration"
"223707",1,2019-07-30 13:22:00,"2019","M","07/30/2019","13:22:34",4.08,-2990,600,"0.00","0",0,1,352,1,"0","3.52 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:22:34,"layer_1_concentration"
"223708",1,2019-07-30 13:23:00,"2019","M","07/30/2019","13:23:34",5.98,-1713,600,"0.00","0",0,1.4,10,1,"0","3.60 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:23:34,"layer_1_concentration"
"223709",1,2019-07-30 13:24:00,"2019","M","07/30/2019","13:24:34",9.11,-2441,600,"0.00","0",0,2.4,330,1,"0","3.59 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:24:34,"layer_1_concentration"
"223710",1,2019-07-30 13:25:00,"2019","M","07/30/2019","13:25:34",9.99,-2398,600,"0.00","0",0,3,357,8,"0","3.09 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:25:34,"layer_1_concentration"
"223712",1,2019-07-30 13:27:00,"2019","M","07/30/2019","13:27:34",9.69,-3403,600,"0.00","0",0,2.5,327,8,"0","3.13 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:27:34,"layer_1_concentration"
"223714",1,2019-07-30 13:29:00,"2019","M","07/30/2019","13:29:34",9.02,-972,600,"0.00","0",0,2.8,325,8,"0","3.52 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:29:34,"layer_1_concentration"
"223715",1,2019-07-30 13:30:00,"2019","M","07/30/2019","13:30:34",9.27,-5259,600,"0.00","0",0,1.9,326,8,"0","3.52 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:30:34,"layer_1_concentration"
"223716",1,2019-07-30 13:31:00,"2019","M","07/30/2019","13:31:34",6.84,-2404,600,"0.00","0",0,1.8,321,8,"0","3.49 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:31:34,"layer_1_concentration"
"223717",1,2019-07-30 13:32:00,"2019","M","07/30/2019","13:32:34",8.64,-97,600,"0.00","0",0,0.4,302,8,"0","3.52 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:32:34,"layer_1_concentration"
"223728",1,2019-07-30 13:43:00,"2019","M","07/30/2019","13:43:34",2.43,-3545,600,"0.00","0",0,0.6,299,7,"0","3.39 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:43:34,"layer_1_concentration"
"223732",1,2019-07-30 13:47:00,"2019","M","07/30/2019","13:47:34",10,-4485,600,"0.00","0",0,1.5,326,8,"0","3.12 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:47:34,"layer_1_concentration"
"223733",1,2019-07-30 13:48:00,"2019","M","07/30/2019","13:48:34",9.32,-1980,600,"0.00","0",0,2.5,313,8,"0","3.56 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:48:34,"layer_1_concentration"
"223734",1,2019-07-30 13:49:00,"2019","M","07/30/2019","13:49:34",9.56,-68,600,"0.00","0",0,2,322,8,"0","3.55 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:49:34,"layer_1_concentration"
"223737",1,2019-07-30 13:52:00,"2019","M","07/30/2019","13:52:34",10,-1954,600,"0.00","0",0,1.1,332,8,"0","3.55 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:52:34,"layer_1_concentration"
"223738",1,2019-07-30 13:53:00,"2019","M","07/30/2019","13:53:34",9.51,-2311,600,"0.00","0",0,1.2,302,8,"0","3.55 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 13:53:34,"layer_1_concentration"
"223755",1,2019-07-30 14:10:00,"2019","M","07/30/2019","14:10:34",9.88,-2284,600,"0.00","0",0,2.2,345,1,"0","3.64 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 14:10:34,"layer_1_concentration"
"223756",1,2019-07-30 14:11:00,"2019","M","07/30/2019","14:11:34",9.64,-2051,600,"0.00","0",0,1.8,352,1,"0","3.63 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 14:11:34,"layer_1_concentration"
"223759",1,2019-07-30 14:14:00,"2019","M","07/30/2019","14:14:34",10,-565,600,"0.00","0",0,1.2,366,1,"0","3.65 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 14:14:34,"layer_1_concentration"
"223760",1,2019-07-30 14:15:00,"2019","M","07/30/2019","14:15:34",7.99,-955,600,"0.00","0",0,1.9,339,1,"0","2.16 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 14:15:34,"layer_1_concentration"
"223761",1,2019-07-30 14:16:00,"2019","M","07/30/2019","14:16:34",9.73,-1715,600,"0.00","0",0,0.8,333,1,"0","3.65 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 14:16:34,"layer_1_concentration"
"223794",1,2019-07-30 14:49:00,"2019","M","07/30/2019","14:49:28",2.55,-493,600,"0.00","0",0,4.1,346,1,"0","2.59 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073019.csv",999,2019-07-30 14:49:28,"layer_1_concentration"
"225308",1,2019-07-31 16:03:00,"2019","M","07/31/2019","16:03:07",3.09,-266,600,"0.00","0",0,1.9,4,1,"0","2.52 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073119.csv",1435,2019-07-31 16:03:07,"layer_1_concentration"
"225310",1,2019-07-31 16:05:00,"2019","M","07/31/2019","16:05:07",5.29,-1088,600,"0.00","0",0,2.3,22,1,"0","3.28 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073119.csv",1435,2019-07-31 16:05:07,"layer_1_concentration"
"225312",1,2019-07-31 16:07:00,"2019","M","07/31/2019","16:07:07",2.18,-88,600,"0.00","0",0,2.6,7,2,"0","1.07 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_073119.csv",1435,2019-07-31 16:07:07,"layer_1_concentration"
"490211",3,2019-07-03 15:02:00,"2019","M","07/03/2019","15:02:04",0,-426,600,"0.00","0",0,7.1,203,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_070319.csv",898,2019-07-03 15:02:04,"layer_1_concentration"
"734390",4,2019-09-05 04:38:00,"2019","M","09/05/2019","04:38:04",0,-18,100,"0.00","0",0,0,163,1,"0","2.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R18/Avg_090519.csv",1439,2019-09-05 04:38:04,"layer_1_concentration"
"734391",4,2019-09-05 04:39:00,"2019","M","09/05/2019","04:39:04",0,-15,100,"0.00","0",0,0,163,1,"0","2.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R18/Avg_090519.csv",1439,2019-09-05 04:39:04,"layer_1_concentration"
"734392",4,2019-09-05 04:40:00,"2019","M","09/05/2019","04:40:04",0,-12,100,"0.00","0",0,0,163,1,"0","2.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R18/Avg_090519.csv",1439,2019-09-05 04:40:04,"layer_1_concentration"
"734438",4,2019-09-05 05:26:00,"2019","M","09/05/2019","05:26:04",0,-11,100,"0.00","0",0,0,315,1,"0","2.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R18/Avg_090519.csv",1439,2019-09-05 05:26:04,"layer_1_concentration"
"734441",4,2019-09-05 05:29:00,"2019","M","09/05/2019","05:29:04",0,-11,100,"0.00","0",0,0,315,1,"0","2.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R18/Avg_090519.csv",1439,2019-09-05 05:29:04,"layer_1_concentration"
"734442",4,2019-09-05 05:30:00,"2019","M","09/05/2019","05:30:04",0,-11,100,"0.00","0",0,0,310,1,"0","2.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R18/Avg_090519.csv",1439,2019-09-05 05:30:04,"layer_1_concentration"
"734443",4,2019-09-05 05:31:00,"2019","M","09/05/2019","05:31:04",0,-11,100,"0.00","0",0,0,295,1,"0","2.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R18/Avg_090519.csv",1439,2019-09-05 05:31:04,"layer_1_concentration"
"748446",4,2019-09-14 22:54:00,"2019","M","9/14/2019","22:54:42",0,-11,100,"0","0",0,0.7,148,6,"0","2","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R18/Avg_091419.csv",1218,2019-09-14 22:54:42,"layer_1_concentration"
"965165",6,2019-07-15 09:56:00,"2019","M","07/15/2019","09:56:53",0,-76,100,"0.00","0",0,1.3,163,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 09:56:53,"layer_1_concentration"
"965166",6,2019-07-15 09:57:00,"2019","M","07/15/2019","09:57:53",0,-77,100,"0.00","0",0,3.4,176,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 09:57:53,"layer_1_concentration"
"965167",6,2019-07-15 09:58:00,"2019","M","07/15/2019","09:58:53",0,-75,100,"0.00","0",0,2.8,174,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 09:58:53,"layer_1_concentration"
"965168",6,2019-07-15 09:59:00,"2019","M","07/15/2019","09:59:53",0,-76,100,"0.00","0",0,2.4,166,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 09:59:53,"layer_1_concentration"
"965169",6,2019-07-15 10:00:00,"2019","M","07/15/2019","10:00:53",0,-76,100,"0.00","0",0,3,203,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:00:53,"layer_1_concentration"
"965170",6,2019-07-15 10:01:00,"2019","M","07/15/2019","10:01:53",0,-73,100,"0.00","0",0,2.5,200,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:01:53,"layer_1_concentration"
"965171",6,2019-07-15 10:02:00,"2019","M","07/15/2019","10:02:53",0,-76,100,"0.00","0",0,2.3,221,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:02:53,"layer_1_concentration"
"965172",6,2019-07-15 10:03:00,"2019","M","07/15/2019","10:03:53",0,-75,100,"0.00","0",0,2.1,220,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:03:53,"layer_1_concentration"
"965173",6,2019-07-15 10:04:00,"2019","M","07/15/2019","10:04:53",0,-74,100,"0.00","0",0,2.6,202,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:04:53,"layer_1_concentration"
"965174",6,2019-07-15 10:05:00,"2019","M","07/15/2019","10:05:53",0,-71,100,"0.00","0",0,2.6,172,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:05:53,"layer_1_concentration"
"965175",6,2019-07-15 10:06:00,"2019","M","07/15/2019","10:06:53",0,-74,100,"0.00","0",0,3.4,143,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:06:53,"layer_1_concentration"
"965176",6,2019-07-15 10:07:00,"2019","M","07/15/2019","10:07:53",0,-73,100,"0.00","0",0,3,147,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:07:53,"layer_1_concentration"
"965177",6,2019-07-15 10:08:00,"2019","M","07/15/2019","10:08:53",0,-71,100,"0.00","0",0,3.2,119,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:08:53,"layer_1_concentration"
"965178",6,2019-07-15 10:09:00,"2019","M","07/15/2019","10:09:53",0,-72,100,"0.00","0",0,3.1,146,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:09:53,"layer_1_concentration"
"965179",6,2019-07-15 10:10:00,"2019","M","07/15/2019","10:10:53",0,-73,100,"0.00","0",0,3.3,158,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:10:53,"layer_1_concentration"
"965180",6,2019-07-15 10:11:00,"2019","M","07/15/2019","10:11:53",0,-72,100,"0.00","0",0,2.8,180,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:11:53,"layer_1_concentration"
"965181",6,2019-07-15 10:12:00,"2019","M","07/15/2019","10:12:53",0,-72,100,"0.00","0",0,2.5,170,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:12:53,"layer_1_concentration"
"965182",6,2019-07-15 10:13:00,"2019","M","07/15/2019","10:13:53",0,-72,100,"0.00","0",0,2,199,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:13:53,"layer_1_concentration"
"965183",6,2019-07-15 10:14:00,"2019","M","07/15/2019","10:14:53",0,-73,100,"0.00","0",0,1.7,196,1,"0","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:14:53,"layer_1_concentration"
"965184",6,2019-07-15 10:15:00,"2019","M","07/15/2019","10:15:54",0,-72,100,"0.00","0",0,3.4,181,5,"1","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:15:54,"layer_1_concentration"
"965185",6,2019-07-15 10:16:00,"2019","M","07/15/2019","10:16:54",0.48,-69,100,"0.00","0",0,2.7,162,5,"1","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:16:54,"layer_1_concentration"
"965186",6,2019-07-15 10:17:00,"2019","M","07/15/2019","10:17:54",2.35,-70,100,"0.00","0",0,2.9,170,5,"1","1.99 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R26/Avg_071519.csv",435,2019-07-15 10:17:54,"layer_1_concentration"
